,product_name,product_review,similarity_score
11,Kentucky Brunch Brand Stout,Lots of maple and coffee notes Mild barrel presence,0.14907119849998599
12,Kentucky Brunch Brand Stout,"Draft pour at TG 

Pitch black with no head Not too thick At the nose is heavy maple with some coffee I didn’t really pick up any barrels though The taste is likewise the same heavy maple with coffee and chocolate Very little barrel as it warmed Medium bodied perfect carbonation Not too thin nor too thick Overall a standard BA breakfast stout Great beer overall but over hyped with ridiculous pricing Glad I had a draft pour which cost less per oz than the bottle It seems to me it’s almost the same as Mornin Delight",0.10846522890932808
13,Kentucky Brunch Brand Stout,"2020 vintage drank 102221
Incredible smell as soon as bottle was opened Rich maple chocolate syrup breakfast in a glass Incredibly smooth Not a ton of bourbon flavor and no alcohol burn Not as thick as some TG stouts like assassin but still an incredible beer and glad I chased it Definitely one of the best",0.1025978352085154
14,Kentucky Brunch Brand Stout,2020 vintage acquired during the pandemic It was everything Id hoped it would be and worth the drive to track it down Wonderful aroma and such a smooth taste Very few live up to the hype but this one did,0.0
15,Kentucky Brunch Brand Stout,There isn’t a better stout put there See my Untappd c b for full review and picture,0.0
16,Kentucky Brunch Brand Stout,Long time waiting to tick this one and I have to say  pretty underwhelmed Its delicious as far as maple syrup goes but overall it was lacking in complexity Barrel was light and not much else Nice mouth feel and long finish,0.0
17,Vanilla Bean Assassin,None,0.0
18,Vanilla Bean Assassin,2022 version sample from a snifter at Toppling Goliath during Assassin release on 9122022 The strong vanilla aroma and taste along with the viscosity make this beer about as good as it gets for me,0.0
19,Vanilla Bean Assassin,Bottle graciously shared by Clark at Peg’s Dark brown pour with a light brown head Inviting vanilla bean and coco puff aromas Sweet with delicious vanilla rich caramel decadent chocolate and woody notes Some heat from the whiskey but not overwhelming More of a backbeat really Doesn’t drink like a 12er Smooth but complex with a very good mouthfeel and body Bravo,0.04612656040144425
20,Vanilla Bean Assassin,"Unofficially my last beer of the top 250 had the trade secured for it before changes were made to calculations making me 20 short again

It glugs out of the bottle super thick and tar black It has a finger and a half head of tight thick khaki bubbles that recedes slowly to a thin film and collar that retain throughout Leaves some nice legs on the glass when swirled

Immediate strong aromas of boozy bourbon are softened by sweet vanilla and lightly toasted marshmallow Fudgey brownie batter brown sugar molasses caramel toasted coconut and charred oak all follow Theres just a hint of figs linger in the background

The flavor is quite bourbon forward but very round and smooth Its like a scoop of real vanilla bean ice cream topped with burnt caramel artisan fudge and a shot of high end bourbon Nothing pops much except maybe the bourbon but this is quite well balanced

The mouth feel is thick but not overly so Its slick and coats the mouth well lingering and begging you to take another sip Just the right amount only a touch of carbonation and a bone dry slightly boozy finish Superb

Overall this is an absolute pleasure of a beer to drink and a worthy one for my last of the 250 list It doesnt blow me away in the flavor department but it does in its balance and roundedness Those are things hard to find in modern BA adjunct stouts The fact that I could EASILY solo dome this bottle says something",0.0793051585718144
21,Vanilla Bean Assassin,As far as vanilla barrel ages stouts go it is hard to name a better one than this Very sweet but just short of cloying The huge fudge notes blend perfectly with that intense vanilla marshmallow presence Dont miss out on this one if you have a chance to get some,0.057259833431386825
22,Marshmallow Handjee,None,0.0
23,Marshmallow Handjee,2021 bottle  Share w John M in Denver,0.0
24,Marshmallow Handjee,"2020 Release 
05901500
Drank during hurricane Ian in Orlando Florida on September 28th 2022",0.0
25,Marshmallow Handjee,"Midnight black with a dark mocha head No real retention or lacing 

Chocolate vanilla and plum stand out most in the nose I really enjoy the fruitiness behind what is some very strong brownie batter and vanilla

The taste is pretty similar Loads of vanilla without it seeming artificial High quality brownie Fruit complexity underneath And lots of heat

Oily slick feel with soft fizz

Probably overhyped but still very nicely done The flavors are all intense without being over intense",0.04323377011671169
26,Marshmallow Handjee,"Just because it cant be perfect I guess but its damn close

LI was looking for Marshmallow Handjee Looked for awhile Looks cool in the bottle and better in my wine glass
S Mmmmm  did I see it cant be perfect The nose on this gem is as close as it gets Before the characteristic Dark Lord depth there is the vanillacreamysweetsmores thing going And thats just the easy part The complex fine barrel notes compete with the earthy black malts and I love every moment of the struggle If oil came from barley this would fuel jets
T No surprises because the smell telegraphs the taste like an amateur against Ali More of the vanilla sweet cocoa gram up front followed by the bourbon twisted chocolate caramel espresso of a great stout Its all here
F Its like chewing bubble gum that never gets boring nor loses its flavor Heavy like the punch that aforementioned amateur caught on the jaw though Sloooww sipper
Overall this is how its done An adjunct stout is never my first choice but when done right you get something like this I dont like it better than the straight up WWS or some of the other simple three ingredient brews but it is damn good",0.057469577113269076
27,Marshmallow Handjee,"Pours black with a finger of khaki foam Heavy oily legs form on the glass after a swirl Aroma is marshmallow and brown sugary initially This overt sugariness breaks away to reveal roasty and toasty malts with a hearty bitter edge Underneath is bourbon and late barrel character which further counteract the initial sugary notes Flavor profile pushes the same start  marshmallow and brown sugar in addition to toffee As these startup notes fade hearty barrel bourbon and roasty and toasty malts are revealed The latter hearty notes becomes the storyline the second half countering the initial sugary notes well Mouth feel is thick with a velvety smooth and full texture Overall while the sugary start leads to a dangerous territory the following malt and barrel notes balance the whole experience out well 

Served from a 750mL bottle Light blue wax Allowed to warm 45 minutes at room temperature after removal from the fridge Reviewed from notes",0.042786254984055805
28,Marshmallow Handjee,"Been hunting a long time for this one and finally landed a 2019 bottle
Remarkable how little this tastes like a regular Darklord Its fairly sweet which i generally dont like but the barrel presence compensates enough to make it really enjoyable It delivers on all fronts with tons of vanilla chocolate notes and some heat from the barrel Its also nice and thiccc",0.09644856443408241
29,Marshmallow Handjee,"2020 in 2022 Also had the 2021 and very similar to 2020
Look  fantastic thick black with a great thick tan head and big lacing
Smell  roasty malt caramel barrel vanilla
Taste  fantastic vanilla marshmallow caramel woody barrel
Feel  full body creamy light carb
Overall  just incredible",0.0
30,Marshmallow Handjee,Bottle courtesy of JohnnyHops,0.0
31,Marshmallow Handjee,"Brewing pastry stouts before pastry stouts were cool the imperial stout that Dark Lord used to be has trended sweeter more sultry heavier and stronger as time has passes Now doubling down with a vanillariddled bourbon barrel aged version of that notorious elixir has allowed time to finally catch up with it

With a thick oily and onyx looking pour Marshmallow Hanjee shares barely a trickle of froth before falling still As its decadent scent of vanilla drifts gently above its sweet and savory roast the scent of espresso cocoa and nuttiness permeates an oxidized aroma of sherry port and soy Devilishly sweet the beers early cloying nature saturates the early palate with molasses sorghum vanilla cream and allthings burnt marshmallows

As the flavors roll along the middle palate a full and lavish saturation of the tastebuds reveal bold complementary flavors of espresso bittersweet chocolate white chocolate sweet wines and savory sherry port and madeira Hinting toward soy sauce a late and whisky soaked taste of bourbon keeps the complex flavors of coconut caramel toasted oak and bourbon spice coming sip after sip

Heavy rich and undeniably cloying the sipping ale is oily and warm on the palate reserved as an after dinner digestif A long rich and fat maltiness clings to the mouth for an impossibly long and spicy aftertaste",0.13268987329833604
32,Marshmallow Handjee,"Like slow dancing with Aretha Franklin this one has soul Hot damn I feel like I can lasso a T rex Uhhh huh I can hurdle that St Louis arc… 

RaulIsfeelingthis",0.0
33,Marshmallow Handjee,Vintage 2017 Consumed on 050821,0.0
34,Abraxas - Barrel-Aged,None,0.0
35,Abraxas - Barrel-Aged,"Good Not noticeably better than normal abraxas Id say overly sweet per style and too mich cinnamon 3 beer on beer advocate LMAO no

Okay Fuck The more I drink this the more I can barely finish the 9oz pour Sugar cinnamon water Cloying and WAY fucking 2 dimensional and cloying",0.0546358364708153
36,Abraxas - Barrel-Aged,2021 variant  great viscosity and barrel on this  was missing the chilis and vanilla but got a good bit of cinnamon chocolate and coffee Enjoyable experience but expected a little more,0.13968605915391563
37,Abraxas - Barrel-Aged,Maybe I waited to long to open my 2020 bottle Mostly chocolate mild cinnamon slight coffee which arent bad Zero vanilla or pepper Not bad overall but I expected more from BAs 3 rated beer Wont go out of my way to acquire another bottle,0.1164445019479164
38,Abraxas - Barrel-Aged,"Look  black thick copper head dissipates quickly 
Smell Smooth licorice molasses 
Taste  BA imperial stout at its best The right balance of vanilla bean cinnamon whiskey with the dark smooth licorice and molasses stout The chilis are not overpowering at all adding just a hint of flavor without overpowering heat 
Feel  smooth thick rich",0.05270462766947299
39,Abraxas - Barrel-Aged,Exceptional beer Like a christmas pudding with a hint of chilli and bourbon,0.11547005383792514
40,Abraxas - Barrel-Aged,"This is a beer Ive been wanting to try for some time now was able to obtain it in a trade for Fremont B5K

The beer pours fairly dark blackish brown color with good head retention and considerable lacing The beer certainly looks impressive enough On the nose I pick up vanilla green chili peppers some chocolate underlying coffee and considerable whiskey The flavor profile replicates the nose pretty closely though I thought it a bit hot on the finish something that is especially noticeable given the chili flavor in this beer That being said the barrel aging seems to mute the base beer flavors in this beer somewhat and really doesnt seem to blend in all that well It does add another flavor componentdimension which is always nice but the whiskey flavor otherwise doesnt seem to bring a lot to the party in this beer Mouthfeel is fairly full otherwise and the alcohol seemed to be pretty well integrated into the flavor profile Drinkability is pretty good though its hard to imagine drinking more than a small amount of this beer at a sitting

This is a very nice beer but given its reputation I confess I was expecting a bit more from it Very glad I had the opportunity to try it but this probably isnt a beer Id want to seek out again",0.047854742041702224
41,Abraxas - Barrel-Aged,90 outstanding,0.0
42,Abraxas - Barrel-Aged,"Lucky enough to try this one at Xul Beer Companys first bottle share on Nov 10 2021
Poured into an event glass
Look A deep black with a nice tanbrown head covering the top
Smell Nice chocolate and caramel mix with a hint of cinnamon The barrel was present but not as strong as I expected
Taste Mostly followed the smell except the bourbon added a nice little kick to each sip The molasses taste seemed more toward the middle of the pour
Mouthfeel Smooth with no carbonation Not as thick and had nice lacing
Overall A first class stout with a great finish",0.06819943394704735
43,Abraxas - Barrel-Aged,"Appearance  The poured a thick black color with a dark tan head The body could block out the sun 

Smell  The nose radiated chocolate with the spice of a cinnamon cookie 

Taste  Initially the beer was like boozy chocolate The cinnamon brought to mind spicy cinnamon cookies with ancho heat Notes of raisin juice and dark fruits follow It was a bit warming toward the back with a lingering spice 

Mouthfeel  The beer had a huge smooth body with little carbonation 

Overall  The beer may not have been exactly as I expected but it was quite nice",0.12143534814378325
44,Abraxas - Barrel-Aged,Pours very dark black with a thin tan head on top Smells of Cinnamon Toast Crunch soaked in Bourbon which I think is pretty nice The taste of the beer has the cinnamon and the touch of spice in there along with the vanilla and chocolate The feel is nice and silky doesnt burn the throat or mouth from the adjuncts which is perfect Overall its an outstanding beer and was fortunate to try it finally,0.07505866250408015
45,Abraxas - Barrel-Aged,"Big time grail for me Vintage 2019 on tap at Bier Station consumed and reviewed October 2021

Pours black with a finger and a half of dark caramel foam Good head retention Aroma is spices cinnamon chocolate toffee caramel and molasses Roasty and toasty malts offer up a firm base adding a strong malty stout backbone to each whiff As the sweetness crescendos to a peak barrel character sweeps in to add some char bourbon and bitterness Alcohol remains an after thought allowing the beer to shine forward of its ABV Loaded from first whiff to last sniff Flavor profile is more of the same  a firm stout base of roasty and toasty malts form the foundation of cinnamon spices vanilla caramel molasses toffee and cream It opens up less spicy than the nose but finishes more spicy than the nose that is to say the dynamics are shaped in contrast  mirrored Only caveat to the mirror image is the barrel character notes of char and bourbon that come thru at the end again dropping this stout an octave into deeper heartiness Despite the bourbon character popping through the beer the beer never comes off as hot Mouth feel is thick with a smooth consistent grit Its feel is uniform from front to back Overall incredible depth with loads of barrel complimenting the initial spices well It borders on an ADHD stout spreading its attention in a spiderweb of directions but remains cohesive enough to form an intoxicating melody 

Draft 8oz pour",0.07789711910621948
46,Heady Topper,"Canned a bit more than 2 months ago maybe not optimal but kind of hard to get it here in Europe so I cant complain

Hazy yellowgold very foamy Not extremely hazy though

Onions pine dank you can already smell the bitterness
Grapefruit oranges citrus Similar to the nose though opens up a bit and gets a little more tropical pineapple and a super tiny hint of mango

The IBU highly noticeable I have no idea how high it is though Ive seen numbers from 70 to 120",0.0
47,Heady Topper,None,0.0
48,Heady Topper,Pours a dull and hazy straw gold with some strange hues A finger of white foam rises and falls to a thin cap not much lacing Nose is over ripe pineapple and melon dank herbal notes and pine Taste follows suit with a bitter hop finish Feel is full but crisp Overall well above average and glad to finally have tried it,0.0
49,Heady Topper,"Ive been waiting over 10 years to try this and while I never went too far out of my way to try and acquire it recently a 3day weekend vacation in Vermont finally provided me with a case of pints from a quiet local liquor store in the middle of nowhere

And maybe this is 10 years of anticipation talking but eh Well no its not eh its incredibly well made for the style but Im a juicy NEIPA guy the piney intensity of most DIPAs usually turn me off and it does here as well The look is a typically nice yellow haze and the smell is the best thing about the beer  full of different aromas with pine leading the charge followed by lemon rind and white pepper

In my opinion dont listen to the can pour it in a glass as the complex and powerful aroma is the best thing going here and needs to be experienced

Now we get to the less favorable parts which is the mouthfeel and aftertaste Powerful mouth coating pine which is what some people look for but not me But the worst part is the intense carbonation and gassiness Im burping after two sips and bloated by the time the can is done

To close out on a good note it has one of the top5 labels in beer",0.0
50,Heady Topper,"Canned on  Picked up fresh from the brewery though

A  Very hazy medium orange gold color with a dense ring of creamy white lacing

S  Bright citrus citrus rind dank pine and earthy peppery citrus rind  

T  Juicy floral citrus citrus rind a slight bit of peppery spice with some resiny pine bitterness on the back end Finiand shes on the balanced side with a lingering mix between earthy juicy citrus and resiny pine 

M  Big medium body with prickly carbonation and bone dry on the back of the tongue

O  Not sure why Ive never reviewed this before because Ive had alot of it in the past Final verdict Enjoying this beer equally as much today as I did when I first had it This Classic never gets old IMO just total all around class One of my all time favorites",0.0
51,Heady Topper,Pours a hazy gold Thick foam Juicy sweet hop aroma Loads of dank hop flavors Some sweetness Some bitterness Loads of juicy goodness Not for the beginner but definitely very drinkable and a must have if you love IPAs,0.06388765649999399
52,Heady Topper,"Canned 81822 Purchased that day at the brewery

L Normally kept in the can this one pours a hazy dark orange with a big head that quickly thins to a film with splotches on the cap and a thicker ring around the glass Lacing is minimal but attractive

S Huge aromas of everything good Floral citrus tropical mixed berries and pine Incredible

T Strong hop character in your face up front Mellows a bit in the middle to reveal some delicious juicy fruit and berries but the hops never take a back seat Finishes dry but not as bitter as the hop punch would suggest

F The hop onslaught provides a sticky resinous mouthfeel which is not a criticism

O Heady Topper takes no prisoners An absolute hop smackdown that also showcases a wide variety of aromas and flavors This is the DIPA for those who think west coasts are too bitter and hazies are too juicy",0.02347262634065101
53,Heady Topper,"I opened a pint can bright citrus mostly pineapple pine and herbal hops greeted the nose Bready malt and citrus juice give the impression of sweetness alcohol is noticeable I drank out of the can for a few sips bitter semidry and boldly flavored Hops are way out in front juiciness masks the malt flavor Bitterness rises throughout the taste

Next I poured most of the rest into a mug Pale orangestraw body very hazy with a rich creamy white head that quickly shrunk to a cap that lasted leaving rings of lacing The taste is best this way and represents a wellmade Imperial New England style IPA 

Next I added in the dregs and I can see why this is not recommended The haze changed to cloudy and turbid the taste changed to peppery bitter with a slight funky juiciness I dont mind the dregs the white pepper bitterness hides the alcohol and keeps the sweet juice taste in check

Medium bodied with plentiful carbonation bold bitter and still balanced but I wouldnt call it smooth Lightly colored for the style and begs the question Should there be an Imperial NEIPA category 
Following of the pouring guidelines is highly recommended 


Canned on 72522",0.017149858514250882
54,Heady Topper,My second favorite beer of all time Absolutely nothing but awesome deliciousness throughout Unfortunately I live in Wisconsin and have to pay my brother to send me 4 packs I love the somewhat malty hopped taste when you open a can it’s aroma is almost as good as the taste It’s been around for years yet with all the new brews coming and going it has rarely met it’s match,0.0
55,Heady Topper,"I’m not understanding the hype around this one My buddy from MA sent me a four pack for my birthday so I have been dissecting this for a week now 

Pours a wonderful slightly hazy dark straw color with an immaculate head 

Aroma seems a bit lacking Sure it has hops but it isn’t overwhelming or any better than the other 100 IPAs out there Kind of citrusy with a touch of pine 

It’s a little malty for my liking Thick and heavy The hop oils really coat the tongue Bitterness is average not too much 

It’s a good beer but not world class IMO",0.03270349700838643
56,Heady Topper,"We were in Rhode Island when I first had this beer 
Hope I can find it in other places 
Very smooth IPA",0.0
57,Heady Topper,"Look Yeah I know I poured it out into a glass – old habits die hard Light orange and cloudy with a silkylooking pure white head that builds up and holds as a lid eversoslowly receding and leaving great lacing behind
Aroma Ripe peaches mango tangerines strawberries cantaloupe melon pine some kiwi kumquats Cannabis blueberries and some sweet malt
Taste Opens up with a barrage of citrus fruits and resinous pine sap that seemingly gain strength as they develop Peaches mango and mixed berries pop up both together and separate as the journey continues and dankness also makes it presence known here and there in nososubtle ways Malt sweetness tries to keep up but is continually beaten back by the hops and closes with a coniferladen finish and a delectable strong bite
Mouthfeel Full a little slick mediumhigh carbonation and felt and I’d say mediumstrength dryness on the finish
Overall Wow this is outstanding To me this was the OG I heard about here on BA before the NEStyle IPA trend migrated West and when I saw a monthold can I had to try it as I haven’t been a fan of the substyle much since it took over here but figured and wished I would be Happy to say this is my type of beer though as it absolutely captures the amazing aromatics that the latedry hop additions and yeast can being to the ‘hazy’ style but it drinks like a WCIPA without the chewy feel and an awesome pithy bite and plenty of dryness Color me WAY impressed and I’d buy this again and again in a heartbeat Thank you The Alchemist for creating this gem and props on blowing me away right out of the gate as that doesn’t happen often",0.012872454422138826
58,Heady Topper,"16oz can purchased from the fridge as a single from a local bottle shop for 525 No canned on date This must be fresh because this doesnt get distributed here very often and it usually sells out pretty quickly

Look Pours a mildly to moderately hazy pale yellowgolden color The head dissipated quickly This is very pale for an 8 ABV Double IPA

Smell The aroma is very expressive Tons of dank resinous hops A bit of citrus thrown in too Up front I get a strong green bell pepper note This yields to citrusy notes and resinous piney hoppiness I get notes of grapefruit and lemon hard candy along with secondary notes of papaya and mango

Taste This is really good It is actually quite drinkable given how aggressive it is Up front its citrusy and dank The finish is toothenamel stripping bitterness in a good way It has a strong bitter finish with lots of woody pine tar grapefruit pith and lemon rind The finish is very dry and the bitterness lingers long

Feel It has a slick and oily mouthfeel with a relatively soft carbonation Medium bodied

Overall This is my first time trying Heady Topper as well as my first time trying anything from Alchemist There is so much hype around this beer so it was almost impossible to live up to it But it actually manages to come pretty close What I find most interesting about this beer is that it is so different from New EnglandStyle IPAs that are made by 90 of breweries today To me this beer is more West Coast at heart than it is an NEIPA This beer reminds me of Lagunitas Super Cluster which I know is allCitra hopped and I do not know which hops are used in Heady Topper I would think that there at least has got to be Citra in here too though Also reminds me a bit of Foley Brothers Prospect",0.0
59,Heady Topper,The only truly hoppy beer I have ever liked I do not like IPAs or hoppy beers in general and headytopper is unbelievably good,0.0
60,Heady Topper,What superlatives can I use that wouldn’t be redundant A winner all around If you’re lucky enough to find it buy it,0.0
61,Heady Topper,"Very difficult beer to find in my area Luckily there was what appears to be a one time drop at my local store  very limited amount I scoffed two 4 packs This is definitely a solid brew but I dont find it all that drinkable I was never able to drink more than one before wanting to move on to something else Pretty onedimensional to me  bitter bitter and bitter I prefer a more balanced multifaceted IPA 

If I come across some I will probably purchase a 4 pack but its not something I will be actively seeking out there are plenty of other beers that I prefer over this one",0.0
62,Heady Topper,Alchemist Heady Topper Imperial IPA 8 ABV Can is dated 050922 Pourswait didnt pour it per the label Nose is a forest of big fing pine trees Taste follows and though hugely bitter still quite drinkable Excellent mouthfeel with decent carbonation Overall worldclass Ive got sap in my beard and Im belching pine trees,0.0
63,Heady Topper,"Maybe its because it has been hyped maybe its because I drank it in a glass rather than from the can as suggested on the can but I was underwhelmed by this most hyped of IPAs

It does look pretty good has a very piney smell that just doesnt resonate with me and the taste is full of that same resin that comes from pine I suppose there are many that swear by it but this just isnt what I was expecting from a world class beer Mouthfeel was smooth I do have to give it that actually very smooth Out of respect and acknowledgement I did give it an overall higher rating than I normally would but in the end Im walking away feeling wellmeh",0.0
64,Heady Topper,The quintessential IPA  nice hop bite but tempered bitterness Just an outstanding first step into piney goodness with a citrus backbone,0.0
65,Blessed,"Pours black with a finger of dark caramel colored foam Oily legs clings to the glass long after each swirl of the used motoroil looking liquid The look personifies heft and thickness Aroma is coconut and vanilla bean with roasty toasty and mild nutty malts following closely behind It has a sweet start that is quickly curtailed by a cut of whiskey and char These roasty qualities pair well with the additional thick chocolate and and caramel notes Flavor profile is coconut chocolate vanilla bean toffee and heavy roasty and toasty malts Bourbon and char add to the mix without cutting or overdeveloping heat Smooth coconut and vanilla bean is present throughout bringing with them a little twist of sweetness Mouth feel is thick nearing velvety in texture The weight of the beer stamps it out short of being creamy Overall coconut notes are great here pairing up well with whiskey There is a lot to it and yet it remains simplified and laser focused on the task of providing a heavy stout with addition of coconut and vanilla bean

Served in a 155oz Speigelau tulip from a 375mL bottle ABV 155",0.07093269021319086
66,Blessed,None,0.0
